trip_id,train_number,route_name,headsign,direction_id,service_id,service_date,stop_sequence,stop_name,stop_gtfs_id,stop_code,platform,scheduled_arrival,scheduled_departure,realtime_arrival,realtime_departure,arrival_delay,departure_delay,realtime_state,scheduled_arrival_time,scheduled_departure_time,realtime_arrival_time,realtime_departure_time,collection_timestamp,data_source,collector_version,stop_lat,stop_lon,weather_temp,weather_feels_like,weather_temp_min,weather_temp_max,weather_pressure,weather_humidity,weather_wind_speed,weather_precipitation
1:28897848,19798 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2007,2026-02-01,18,Badacsonytomaj,1:005504549_0,,,86280,86460,86280,86460,0,0,SCHEDULED,23:58:00,00:01:00,23:58:00,00:01:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.804722,17.518056,0.69,-2.53,0.69,0.69,1013,93,2.84,0.0
1:28897848,19798 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2007,2026-02-01,19,Badacsony,1:005504556_0,,,86640,86700,86640,86700,0,0,SCHEDULED,00:04:00,00:05:00,00:04:00,00:05:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.788611,17.506389,1.11,-2.05,1.11,1.11,1013,94,2.86,0.0
1:28897848,19798 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2007,2026-02-01,20,Badacsonylábdihegy,1:005504564_0,,,86880,86940,86880,86940,0,0,SCHEDULED,00:08:00,00:09:00,00:08:00,00:09:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.793889,17.470833,1.08,-2.08,1.08,1.08,1013,94,2.86,0.0
1:28897848,19798 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2007,2026-02-01,21,Badacsonytördemic-Szigliget,1:005504572_0,,,87060,87120,87060,87120,0,0,SCHEDULED,00:11:00,00:12:00,00:11:00,00:12:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.809722,17.469167,1.03,-2.02,1.03,1.03,1013,94,2.73,0.0
1:28897848,19798 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2007,2026-02-01,22,Nemesgulács-Kisapáti,1:005504580_0,,,87300,87360,87300,87360,0,0,SCHEDULED,00:15:00,00:16:00,00:15:00,00:16:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.836944,17.476389,1.07,-1.82,1.07,1.07,1013,94,2.57,0.0
1:28897848,19798 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2007,2026-02-01,23,Tapolca,1:005504598_0,,,87840,87840,87840,87840,0,0,SCHEDULED,00:24:00,00:24:00,00:24:00,00:24:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.877778,17.428611,0.99,-1.28,0.99,0.99,1013,96,1.98,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,0,Tapolca,1:005504598_0,,,70680,70680,70680,70680,0,0,SCHEDULED,19:38:00,19:38:00,19:38:00,19:38:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.877778,17.428611,0.99,-1.28,0.99,0.99,1013,96,1.98,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,1,Nemesgulács-Kisapáti,1:005504580_0,,,71040,71100,71040,71100,0,0,SCHEDULED,19:44:00,19:45:00,19:44:00,19:45:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.836944,17.476389,1.07,-1.82,1.07,1.07,1013,94,2.57,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,2,Badacsonytördemic-Szigliget,1:005504572_0,,,71280,71340,71280,71340,0,0,SCHEDULED,19:48:00,19:49:00,19:48:00,19:49:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.809722,17.469167,1.03,-2.02,1.03,1.03,1013,94,2.73,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,3,Badacsonylábdihegy,1:005504564_0,,,71460,71520,71460,71520,0,0,SCHEDULED,19:51:00,19:52:00,19:51:00,19:52:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.793889,17.470833,1.08,-2.08,1.08,1.08,1013,94,2.86,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,4,Badacsony,1:005504556_0,,,71760,71820,71760,71820,0,0,SCHEDULED,19:56:00,19:57:00,19:56:00,19:57:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.788611,17.506389,1.11,-2.05,1.11,1.11,1013,94,2.86,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,5,Badacsonytomaj,1:005504549_0,,,72000,72060,72000,72060,0,0,SCHEDULED,20:00:00,20:01:00,20:00:00,20:01:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.804722,17.518056,0.69,-2.53,0.69,0.69,1013,93,2.84,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,6,Ábrahámhegy,1:005504523_0,,,72360,72420,72360,72420,0,0,SCHEDULED,20:06:00,20:07:00,20:06:00,20:07:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.815,17.572222,0.48,-2.86,0.48,0.48,1013,93,2.93,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,7,Balatonrendes,1:005504515_0,,,72540,72600,72540,72600,0,0,SCHEDULED,20:09:00,20:10:00,20:09:00,20:10:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.824722,17.582778,0.51,-2.83,0.51,0.51,1013,93,2.93,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,8,Révfülöp,1:005504507_0,,,72900,72960,72900,72960,0,0,SCHEDULED,20:15:00,20:16:00,20:15:00,20:16:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.829167,17.632222,0.51,-2.84,0.51,0.51,1013,94,2.94,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,9,Balatonszepezd,1:005504481_0,,,73200,73260,73200,73260,0,0,SCHEDULED,20:20:00,20:21:00,20:20:00,20:21:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.851111,17.663056,0.53,-2.83,0.53,0.53,1013,90,2.96,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,10,Zánka-Köveskál,1:005504473_0,,,73500,73560,73500,73560,0,0,SCHEDULED,20:25:00,20:26:00,20:25:00,20:26:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.872778,17.687778,0.53,-2.7,0.53,0.53,1013,90,2.82,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,11,Zánka-Erzsébettábor,1:005504309_0,,,73680,73740,73680,73740,0,0,SCHEDULED,20:28:00,20:29:00,20:28:00,20:29:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.8775,17.709167,0.46,-2.8,0.46,0.46,1013,90,2.84,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,12,Balatonakali-Dörgicse,1:005504465_0,,,73980,74040,73980,74040,0,0,SCHEDULED,20:33:00,20:34:00,20:33:00,20:34:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.88,17.747778,0.54,-2.65,0.54,0.54,1013,90,2.78,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,13,Fövenyes,1:005504457_0,,,74280,74340,74280,74340,0,0,SCHEDULED,20:38:00,20:39:00,20:38:00,20:39:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.893611,17.789444,0.55,-0.87,0.55,0.55,1013,90,1.34,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,14,Balatonudvari,1:005504440_0,,,74460,74520,74460,74520,0,0,SCHEDULED,20:41:00,20:42:00,20:41:00,20:42:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.904722,17.808056,0.53,-0.89,0.53,0.53,1013,90,1.34,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,15,Örvényes,1:005504432_0,,,74640,74700,74640,74700,0,0,SCHEDULED,20:44:00,20:45:00,20:44:00,20:45:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.9125,17.818056,0.5,-0.92,0.5,0.5,1013,90,1.34,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,16,Aszófő,1:005504424_0,,,74820,74880,74820,74880,0,0,SCHEDULED,20:47:00,20:48:00,20:47:00,20:48:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.925556,17.8325,0.48,-0.95,0.48,0.48,1013,90,1.34,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,17,Balatonfüred,1:005504416_0,,,75300,76080,75300,76080,0,0,SCHEDULED,20:55:00,21:08:00,20:55:00,21:08:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.955833,17.883056,0.38,-1.06,0.38,0.38,1013,90,1.34,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,18,Balatonalmádi,1:005504366_0,,,76800,76860,76800,76860,0,0,SCHEDULED,21:20:00,21:21:00,21:20:00,21:21:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.028333,18.015,0.5,-2.43,0.5,0.5,1013,100,2.5,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,19,Székesfehérvár,1:005503269_0,,,79560,79620,79560,79620,0,0,SCHEDULED,22:06:00,22:07:00,22:06:00,22:07:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.183611,18.424722,0.27,-2.51,0.27,0.27,1013,96,2.32,0.1
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,20,Budapest-Kelenföld,1:005501024_0,,,81960,82620,81960,82620,0,0,SCHEDULED,22:46:00,22:57:00,22:46:00,22:57:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.464444,19.02,0.87,0.87,0.4,2.08,1013,91,1.03,0.0
1:28897853,19701 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2010,2026-02-01,21,Budapest-Déli,1:005501016_0,,,83040,83040,83040,83040,0,0,SCHEDULED,23:04:00,23:04:00,23:04:00,23:04:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.498889,19.025,0.84,0.84,0.29,1.98,1013,92,1.03,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,0,Budapest-Déli,1:005501016_0,,,25500,25500,25500,25500,0,0,SCHEDULED,07:05:00,07:05:00,07:05:00,07:05:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.498889,19.025,0.84,0.84,0.29,1.98,1013,92,1.03,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,1,Budapest-Kelenföld,1:005501024_0,,,25860,25920,25860,25920,0,0,SCHEDULED,07:11:00,07:12:00,07:11:00,07:12:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.464444,19.02,0.87,0.87,0.4,2.08,1013,91,1.03,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,2,Székesfehérvár,1:005503269_0,,,28200,28260,28200,28260,0,0,SCHEDULED,07:50:00,07:51:00,07:50:00,07:51:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.183611,18.424722,0.27,-2.51,0.27,0.27,1013,96,2.32,0.1
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,3,Balatonalmádi,1:005504366_0,,,30960,31020,30960,31020,0,0,SCHEDULED,08:36:00,08:37:00,08:36:00,08:37:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.028333,18.015,0.5,-2.43,0.5,0.5,1013,100,2.5,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,4,Balatonfüred,1:005504416_0,,,31860,32520,31860,32520,0,0,SCHEDULED,08:51:00,09:02:00,08:51:00,09:02:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.955833,17.883056,0.38,-1.06,0.38,0.38,1013,90,1.34,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,5,Aszófő,1:005504424_0,,,32820,32880,32820,32880,0,0,SCHEDULED,09:07:00,09:08:00,09:07:00,09:08:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.925556,17.8325,0.48,-0.95,0.48,0.48,1013,90,1.34,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,6,Örvényes,1:005504432_0,,,33000,33060,33000,33060,0,0,SCHEDULED,09:10:00,09:11:00,09:10:00,09:11:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.9125,17.818056,0.5,-0.92,0.5,0.5,1013,90,1.34,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,7,Balatonudvari,1:005504440_0,,,33180,33240,33180,33240,0,0,SCHEDULED,09:13:00,09:14:00,09:13:00,09:14:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.904722,17.808056,0.53,-0.89,0.53,0.53,1013,90,1.34,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,8,Fövenyes,1:005504457_0,,,33360,33420,33360,33420,0,0,SCHEDULED,09:16:00,09:17:00,09:16:00,09:17:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.893611,17.789444,0.55,-0.87,0.55,0.55,1013,90,1.34,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,9,Balatonakali-Dörgicse,1:005504465_0,,,33660,33720,33660,33720,0,0,SCHEDULED,09:21:00,09:22:00,09:21:00,09:22:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.88,17.747778,0.54,-2.65,0.54,0.54,1013,90,2.78,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,10,Zánka-Erzsébettábor,1:005504309_0,,,33900,33960,33900,33960,0,0,SCHEDULED,09:25:00,09:26:00,09:25:00,09:26:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.8775,17.709167,0.46,-2.8,0.46,0.46,1013,90,2.84,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,11,Zánka-Köveskál,1:005504473_0,,,34260,34440,34260,34440,0,0,SCHEDULED,09:31:00,09:34:00,09:31:00,09:34:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.872778,17.687778,0.53,-2.7,0.53,0.53,1013,90,2.82,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,12,Balatonszepezd,1:005504481_0,,,34620,34680,34620,34680,0,0,SCHEDULED,09:37:00,09:38:00,09:37:00,09:38:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.851111,17.663056,0.53,-2.83,0.53,0.53,1013,90,2.96,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,13,Révfülöp,1:005504507_0,,,34920,34980,34920,34980,0,0,SCHEDULED,09:42:00,09:43:00,09:42:00,09:43:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.829167,17.632222,0.51,-2.84,0.51,0.51,1013,94,2.94,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,14,Balatonrendes,1:005504515_0,,,35280,35340,35280,35340,0,0,SCHEDULED,09:48:00,09:49:00,09:48:00,09:49:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.824722,17.582778,0.51,-2.83,0.51,0.51,1013,93,2.93,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,15,Ábrahámhegy,1:005504523_0,,,35460,35520,35460,35520,0,0,SCHEDULED,09:51:00,09:52:00,09:51:00,09:52:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.815,17.572222,0.48,-2.86,0.48,0.48,1013,93,2.93,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,16,Badacsonytomaj,1:005504549_0,,,35880,36060,35880,36060,0,0,SCHEDULED,09:58:00,10:01:00,09:58:00,10:01:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.804722,17.518056,0.69,-2.53,0.69,0.69,1013,93,2.84,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,17,Badacsony,1:005504556_0,,,36240,36300,36240,36300,0,0,SCHEDULED,10:04:00,10:05:00,10:04:00,10:05:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.788611,17.506389,1.11,-2.05,1.11,1.11,1013,94,2.86,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,18,Badacsonylábdihegy,1:005504564_0,,,36480,36540,36480,36540,0,0,SCHEDULED,10:08:00,10:09:00,10:08:00,10:09:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.793889,17.470833,1.08,-2.08,1.08,1.08,1013,94,2.86,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,19,Badacsonytördemic-Szigliget,1:005504572_0,,,36660,36720,36660,36720,0,0,SCHEDULED,10:11:00,10:12:00,10:11:00,10:12:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.809722,17.469167,1.03,-2.02,1.03,1.03,1013,94,2.73,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,20,Nemesgulács-Kisapáti,1:005504580_0,,,36900,36960,36900,36960,0,0,SCHEDULED,10:15:00,10:16:00,10:15:00,10:16:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.836944,17.476389,1.07,-1.82,1.07,1.07,1013,94,2.57,0.0
1:28937516,19702 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,21,Tapolca,1:005504598_0,,,37440,37440,37440,37440,0,0,SCHEDULED,10:24:00,10:24:00,10:24:00,10:24:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.877778,17.428611,0.99,-1.28,0.99,0.99,1013,96,1.98,0.0
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,0,Budapest-Déli,1:005501016_0,,,32700,32700,32700,32700,0,0,SCHEDULED,09:05:00,09:05:00,09:05:00,09:05:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.498889,19.025,0.84,0.84,0.29,1.98,1013,92,1.03,0.0
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,1,Budapest-Kelenföld,1:005501024_0,,,33060,33120,33060,33120,0,0,SCHEDULED,09:11:00,09:12:00,09:11:00,09:12:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.464444,19.02,0.87,0.87,0.4,2.08,1013,91,1.03,0.0
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,2,Székesfehérvár,1:005503269_0,,,35400,35460,35400,35460,0,0,SCHEDULED,09:50:00,09:51:00,09:50:00,09:51:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.183611,18.424722,0.27,-2.51,0.27,0.27,1013,96,2.32,0.1
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,3,Balatonalmádi,1:005504366_0,,,38160,38220,38160,38220,0,0,SCHEDULED,10:36:00,10:37:00,10:36:00,10:37:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.028333,18.015,0.5,-2.43,0.5,0.5,1013,100,2.5,0.0
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,4,Balatonfüred,1:005504416_0,,,39060,39720,39060,39720,0,0,SCHEDULED,10:51:00,11:02:00,10:51:00,11:02:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.955833,17.883056,0.38,-1.06,0.38,0.38,1013,90,1.34,0.0
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,5,Aszófő,1:005504424_0,,,40020,40080,40020,40080,0,0,SCHEDULED,11:07:00,11:08:00,11:07:00,11:08:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.925556,17.8325,0.48,-0.95,0.48,0.48,1013,90,1.34,0.0
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,6,Örvényes,1:005504432_0,,,40200,40260,40200,40260,0,0,SCHEDULED,11:10:00,11:11:00,11:10:00,11:11:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.9125,17.818056,0.5,-0.92,0.5,0.5,1013,90,1.34,0.0
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,7,Balatonudvari,1:005504440_0,,,40380,40440,40380,40440,0,0,SCHEDULED,11:13:00,11:14:00,11:13:00,11:14:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.904722,17.808056,0.53,-0.89,0.53,0.53,1013,90,1.34,0.0
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,8,Fövenyes,1:005504457_0,,,40560,40620,40560,40620,0,0,SCHEDULED,11:16:00,11:17:00,11:16:00,11:17:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.893611,17.789444,0.55,-0.87,0.55,0.55,1013,90,1.34,0.0
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,9,Balatonakali-Dörgicse,1:005504465_0,,,40860,40920,40860,40920,0,0,SCHEDULED,11:21:00,11:22:00,11:21:00,11:22:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.88,17.747778,0.54,-2.65,0.54,0.54,1013,90,2.78,0.0
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,10,Zánka-Erzsébettábor,1:005504309_0,,,41100,41160,41100,41160,0,0,SCHEDULED,11:25:00,11:26:00,11:25:00,11:26:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.8775,17.709167,0.46,-2.8,0.46,0.46,1013,90,2.84,0.0
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,11,Zánka-Köveskál,1:005504473_0,,,41460,41640,41460,41640,0,0,SCHEDULED,11:31:00,11:34:00,11:31:00,11:34:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.872778,17.687778,0.53,-2.7,0.53,0.53,1013,90,2.82,0.0
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,12,Balatonszepezd,1:005504481_0,,,41820,41880,41820,41880,0,0,SCHEDULED,11:37:00,11:38:00,11:37:00,11:38:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.851111,17.663056,0.53,-2.83,0.53,0.53,1013,90,2.96,0.0
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,13,Révfülöp,1:005504507_0,,,42120,42180,42120,42180,0,0,SCHEDULED,11:42:00,11:43:00,11:42:00,11:43:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.829167,17.632222,0.51,-2.84,0.51,0.51,1013,94,2.94,0.0
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,14,Balatonrendes,1:005504515_0,,,42480,42540,42480,42540,0,0,SCHEDULED,11:48:00,11:49:00,11:48:00,11:49:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.824722,17.582778,0.51,-2.83,0.51,0.51,1013,93,2.93,0.0
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,15,Ábrahámhegy,1:005504523_0,,,42660,42720,42660,42720,0,0,SCHEDULED,11:51:00,11:52:00,11:51:00,11:52:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.815,17.572222,0.48,-2.86,0.48,0.48,1013,93,2.93,0.0
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,16,Badacsonytomaj,1:005504549_0,,,43080,43260,43080,43260,0,0,SCHEDULED,11:58:00,12:01:00,11:58:00,12:01:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.804722,17.518056,0.69,-2.53,0.69,0.69,1013,93,2.84,0.0
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,17,Badacsony,1:005504556_0,,,43440,43500,43440,43500,0,0,SCHEDULED,12:04:00,12:05:00,12:04:00,12:05:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.788611,17.506389,1.11,-2.05,1.11,1.11,1013,94,2.86,0.0
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,18,Badacsonylábdihegy,1:005504564_0,,,43680,43740,43680,43740,0,0,SCHEDULED,12:08:00,12:09:00,12:08:00,12:09:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.793889,17.470833,1.08,-2.08,1.08,1.08,1013,94,2.86,0.0
1:28937517,19792 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,19,Badacsonytördemic-Szigliget,1:005504572_0,,,43860,43920,43860,43920,0,0,SCHEDULED,12:11:00,12:12:00,12:11:00,12:12:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.809722,17.469167,1.03,-2.02,1.03,1.03,1013,94,2.73,0.0
